req_id,title,design_refs,code_paths,tests,status,phase,last_verified
FR-303,No artifact be destructively deleted; withdrawal sets status WITHDRAWN,docs/DATA_MODEL.md#6-reasoning-artifacts|docs/REQUIREMENTS.md#3-structured-reasoning-artifacts,backend/alembic/versions/20260905_0005_reasoning_schema.py|backend/app/application/artifact_commit.py,backend/tests/integration/test_reasoning_persistence.py::test_api_idempotency_is_durable_and_forced_rls_isolated|backend/tests/integration/test_reasoning_persistence.py::test_committed_transition_wakes_sse_but_replays_from_postgres_ledger|backend/tests/integration/test_reasoning_persistence.py::test_concurrent_ledger_appends_are_gapless_and_chain_verifies|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_every_phase_3_table|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_graph_tables|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_ledger_tables|backend/tests/integration/test_reasoning_persistence.py::test_graph_deferred_tenant_kind_and_endpoint_validation|backend/tests/integration/test_reasoning_persistence.py::test_graph_endpoint_function_matches_the_closed_phase_3_matrix|backend/tests/integration/test_reasoning_persistence.py::test_graph_store_keeps_artifact_projection_writes_atomic|backend/tests/integration/test_reasoning_persistence.py::test_graph_uniqueness_and_self_loop_constraints|backend/tests/integration/test_reasoning_persistence.py::test_jsonb_payload_decimal_and_envelope_validation|backend/tests/integration/test_reasoning_persistence.py::test_ledger_append_retry_read_verify_and_rollback|backend/tests/integration/test_reasoning_persistence.py::test_ledger_detects_tampering_and_database_rejects_mutation|backend/tests/integration/test_reasoning_persistence.py::test_lifecycle_transition_and_ledger_append_are_atomic_idempotent_and_rls_safe|backend/tests/integration/test_reasoning_persistence.py::test_membership_history_and_durable_usage_are_tenant_safe_and_append_only|backend/tests/integration/test_reasoning_persistence.py::test_phase3_database_schema_matches_documented_manifest|backend/tests/integration/test_reasoning_persistence.py::test_reasoning_artifacts_are_immutable_and_cannot_be_deleted|backend/tests/integration/test_reasoning_persistence.py::test_reasoning_revision_downgrades_reupgrades_and_has_no_drift|backend/tests/integration/test_reasoning_persistence.py::test_subgraph_radius_two_reaches_neighbors_of_neighbors_only|backend/tests/integration/test_reasoning_persistence.py::test_tenant_session_foreign_keys_revision_chain_and_references|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_and_forward_survive_a_supersedes_cycle_without_duplicates|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_depth_zero_returns_only_the_root_with_no_edges|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_truncates_before_reaching_the_full_cycle|backend/tests/integration/test_reasoning_persistence.py::test_trace_forward_filters_by_edge_type|backend/tests/integration/test_reasoning_persistence.py::test_trace_forward_paginates_deterministically_and_binds_cursor_to_query|backend/tests/integration/test_reasoning_persistence.py::test_traversal_stays_within_workspace_and_session_boundaries|backend/tests/unit/test_artifact_commit.py::test_commit_projects_declared_parent_relationships|backend/tests/unit/test_artifact_commit.py::test_commit_writes_typed_row_node_and_id_only_event|backend/tests/unit/test_artifact_commit.py::test_revision_rejects_conflicting_preconditions|backend/tests/unit/test_artifact_commit.py::test_withdraw_changes_only_lifecycle_and_appends_reason|frontend/src/features/reasoning/live-reasoning-page.test.tsx::192:2::renders ordered ledger events once and refreshes authoritative state,implemented,3,local-2026-09-05
FR-304,"Every Claim declare supporting and opposing evidence references, possibly empty",docs/REQUIREMENTS.md#3-structured-reasoning-artifacts|docs/STRUCTURED_REASONING.md#3-fact-claim-assumption-inference-opinion-hypothesis,backend/app/domain/reasoning.py,backend/tests/unit/test_phase3_requirements.py::test_fr304_claim_always_declares_both_evidence_directions,implemented,3,local-2026-09-05
FR-305,A Claim with no evidence render visibly flagged as unsupported,docs/API_CONTRACTS.md#3-resource-envelope|docs/REQUIREMENTS.md#3-structured-reasoning-artifacts,backend/app/api/phase3_contracts.py|frontend/src/features/reasoning/new-session-page.tsx|frontend/src/features/reasoning/reasoning-page.tsx,backend/tests/unit/test_phase3_api.py::test_artifact_provenance_route_returns_shape_truncation_and_hidden_404|backend/tests/unit/test_phase3_api.py::test_artifact_read_is_tenant_scoped_and_write_headers_are_required|backend/tests/unit/test_phase3_api.py::test_claim_response_explicitly_marks_absent_evidence_as_unsupported|backend/tests/unit/test_phase3_api.py::test_decode_artifact_payload_keeps_opaque_json_strings_untouched|backend/tests/unit/test_phase3_api.py::test_decode_artifact_payload_reports_malformed_public_ids_as_validation|backend/tests/unit/test_phase3_api.py::test_decode_artifact_payload_uses_strict_json_domain_contract|backend/tests/unit/test_phase3_api.py::test_phase3_routes_declare_frozen_role_matrix|backend/tests/unit/test_phase3_api.py::test_public_ids_are_strict_and_round_trip|backend/tests/unit/test_phase3_api.py::test_request_contracts_decode_rfc3339_timestamps_through_strict_json|backend/tests/unit/test_phase3_api.py::test_revision_rejects_stale_if_match_with_current_version|backend/tests/unit/test_phase3_api.py::test_revision_replays_original_response_and_rejects_changed_request|frontend/src/features/reasoning/live-reasoning-page.test.tsx::87:2::filters and expands timeline evidence|frontend/src/features/reasoning/reasoning-page.test.tsx::84:2::walks through FR-101 and visibly flags an unsupported FR-305 claim,implemented,3,local-2026-09-05
FR-306,Propositions store both the normalized form and the original natural-language statement,docs/REQUIREMENTS.md#3-structured-reasoning-artifacts|docs/STRUCTURED_REASONING.md#3-fact-claim-assumption-inference-opinion-hypothesis,backend/app/domain/reasoning.py,backend/tests/unit/test_reasoning.py::test_accepts_each_uncertainty_representation|backend/tests/unit/test_reasoning.py::test_artifact_and_uncertainty_unions_expose_discriminators|backend/tests/unit/test_reasoning.py::test_bounded_decimal_fields_reject_invalid_values|backend/tests/unit/test_reasoning.py::test_canonical_json_uses_utf16_order_and_stable_hash|backend/tests/unit/test_reasoning.py::test_consensus_gate_rejects_ambiguous_propositions|backend/tests/unit/test_reasoning.py::test_consensus_gate_returns_non_ambiguous_proposition|backend/tests/unit/test_reasoning.py::test_discriminator_selects_variant_and_valid_revision|backend/tests/unit/test_reasoning.py::test_immutable_content_changes_hash_but_row_identity_does_not|backend/tests/unit/test_reasoning.py::test_lifecycle_fields_do_not_change_content_identity|backend/tests/unit/test_reasoning.py::test_models_are_frozen_closed_and_decimal_strings_normalize|backend/tests/unit/test_reasoning.py::test_negative_zero_decimal_is_canonicalized|backend/tests/unit/test_reasoning.py::test_open_json_values_are_deeply_immutable|backend/tests/unit/test_reasoning.py::test_proposition_normalization_identity_is_deterministic_and_versioned|backend/tests/unit/test_reasoning.py::test_proposition_normalization_status_is_closed|backend/tests/unit/test_reasoning.py::test_rejects_invalid_envelope_combinations|backend/tests/unit/test_reasoning.py::test_rejects_kind_payload_mismatch_and_tampered_hash|backend/tests/unit/test_reasoning.py::test_source_references_are_closed_complete_and_timezone_aware|backend/tests/unit/test_reasoning.py::test_uncertainty_representation_is_discriminated,implemented,3,local-2026-09-05
FR-307,"Objectives be typed, weighted and permitted to conflict; conflicts be representable",docs/DATA_MODEL.md#6-reasoning-artifacts|docs/REQUIREMENTS.md#3-structured-reasoning-artifacts,backend/app/domain/reasoning.py,backend/tests/unit/test_phase3_requirements.py::test_fr307_objective_conflicts_are_order_independent,implemented,3,local-2026-09-05
FR-308,"Constraints be typed HARD, SOFT or NON_NEGOTIABLE and be machine-evaluable",docs/DATA_MODEL.md#6-reasoning-artifacts|docs/REQUIREMENTS.md#3-structured-reasoning-artifacts,backend/app/domain/reasoning.py,backend/tests/unit/test_phase3_requirements.py::test_fr308_every_constraint_class_requires_machine_expression,implemented,3,local-2026-09-05
FR-309,"Uncertainty carry a type (EPISTEMIC, ALEATORIC, MODEL, MEASUREMENT, SEMANTIC, STRATEGIC) and a distribution where available",docs/EPISTEMIC_MODEL.md#2-warrant|docs/REQUIREMENTS.md#3-structured-reasoning-artifacts,backend/app/domain/reasoning.py,backend/tests/property/test_phase3_properties.py::test_fr309_property_every_type_accepts_every_uncertainty_representation|backend/tests/unit/test_phase3_requirements.py::test_fr309_every_uncertainty_type_is_representable,implemented,3,local-2026-09-05
FR-310,"Risks carry probability, impact, uncertainty and affected objectives",docs/DATA_MODEL.md#6-reasoning-artifacts|docs/REQUIREMENTS.md#3-structured-reasoning-artifacts,backend/app/domain/reasoning.py,backend/tests/unit/test_phase3_requirements.py::test_fr310_risk_requires_probability_impact_uncertainty_and_objectives,implemented,3,local-2026-09-05
FR-311,"Assumptions be explicit, attributable and challengeable by the Critic",docs/EPISTEMIC_MODEL.md#3-verification-lifecycle|docs/REQUIREMENTS.md#3-structured-reasoning-artifacts,backend/app/domain/reasoning.py,backend/tests/unit/test_phase3_requirements.py::test_fr311_assumption_is_attributable_and_critique_can_attack_it,implemented,3,local-2026-09-05
FR-312,"The data model distinguish fact, claim, assumption, inference, opinion and hypothesis — not only in prompts",docs/DATA_MODEL.md#6-reasoning-artifacts|docs/REQUIREMENTS.md#31-phase-3-acceptance-boundary-frozen,backend/alembic/versions/20260905_0005_reasoning_schema.py|backend/app/domain/reasoning.py,backend/tests/integration/test_reasoning_persistence.py::test_api_idempotency_is_durable_and_forced_rls_isolated|backend/tests/integration/test_reasoning_persistence.py::test_committed_transition_wakes_sse_but_replays_from_postgres_ledger|backend/tests/integration/test_reasoning_persistence.py::test_concurrent_ledger_appends_are_gapless_and_chain_verifies|backend/tests/integration/test_reasoning_persistence.py::test_deferred_session_binding_completeness_and_artifact_kind|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_every_phase_3_table|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_graph_tables|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_ledger_tables|backend/tests/integration/test_reasoning_persistence.py::test_graph_deferred_tenant_kind_and_endpoint_validation|backend/tests/integration/test_reasoning_persistence.py::test_graph_endpoint_function_matches_the_closed_phase_3_matrix|backend/tests/integration/test_reasoning_persistence.py::test_graph_store_keeps_artifact_projection_writes_atomic|backend/tests/integration/test_reasoning_persistence.py::test_graph_uniqueness_and_self_loop_constraints|backend/tests/integration/test_reasoning_persistence.py::test_jsonb_payload_decimal_and_envelope_validation|backend/tests/integration/test_reasoning_persistence.py::test_ledger_append_retry_read_verify_and_rollback|backend/tests/integration/test_reasoning_persistence.py::test_ledger_detects_tampering_and_database_rejects_mutation|backend/tests/integration/test_reasoning_persistence.py::test_lifecycle_transition_and_ledger_append_are_atomic_idempotent_and_rls_safe|backend/tests/integration/test_reasoning_persistence.py::test_membership_history_and_durable_usage_are_tenant_safe_and_append_only|backend/tests/integration/test_reasoning_persistence.py::test_phase3_database_schema_matches_documented_manifest|backend/tests/integration/test_reasoning_persistence.py::test_reasoning_revision_downgrades_reupgrades_and_has_no_drift|backend/tests/integration/test_reasoning_persistence.py::test_subgraph_radius_two_reaches_neighbors_of_neighbors_only|backend/tests/integration/test_reasoning_persistence.py::test_tenant_session_foreign_keys_revision_chain_and_references|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_and_forward_survive_a_supersedes_cycle_without_duplicates|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_depth_zero_returns_only_the_root_with_no_edges|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_truncates_before_reaching_the_full_cycle|backend/tests/integration/test_reasoning_persistence.py::test_trace_forward_filters_by_edge_type|backend/tests/integration/test_reasoning_persistence.py::test_trace_forward_paginates_deterministically_and_binds_cursor_to_query|backend/tests/integration/test_reasoning_persistence.py::test_traversal_stays_within_workspace_and_session_boundaries|backend/tests/unit/test_phase3_requirements.py::test_fr301_fr312_closed_taxonomy_distinguishes_semantic_categories,implemented,3,local-2026-09-05
FR-401,"The system ingest PDF, DOCX, TXT, Markdown, CSV, XLSX, JSON and HTML",docs/RAG_ARCHITECTURE.md#3-namespaces,backend/app/adapters/ingestion/parsers.py|backend/app/application/ingestion.py,backend/tests/integration/test_ingestion_activity_persistence.py::test_ingestion_checkpoint_retry_rls_failure_and_downstream_lifecycle|backend/tests/unit/test_ingestion.py::test_all_required_formats_parse_to_stable_chunks|backend/tests/unit/test_ingestion.py::test_chunker_has_exact_overlap_and_byte_stable_locator_hashes|backend/tests/unit/test_ingestion.py::test_default_policy_targets_800_tokens_with_150_token_overlap|backend/tests/unit/test_ingestion.py::test_ingestion_values_are_strict_immutable_and_spans_are_ordered|backend/tests/unit/test_ingestion.py::test_invalid_chunk_policies_are_rejected|backend/tests/unit/test_ingestion.py::test_malformed_or_empty_documents_fail_closed|backend/tests/unit/test_ingestion.py::test_markdown_sections_and_html_table_rows_preserve_structure|backend/tests/unit/test_ingestion.py::test_table_rows_stay_whole_and_repeat_header|backend/tests/unit/test_ingestion_activity.py::test_command_hash_and_checkpoint_validation_are_strict|backend/tests/unit/test_ingestion_activity.py::test_ingestion_operation_metadata_is_tenant_safe_and_constrained|backend/tests/unit/test_ingestion_activity.py::test_permanent_acquisition_failures_are_explicit_and_safe|backend/tests/unit/test_ingestion_activity.py::test_success_is_digest_verified_and_exact_retry_has_no_duplicate_effects|backend/tests/unit/test_ingestion_activity.py::test_temporal_activity_rejects_malformed_payload_without_raw_detail|backend/tests/unit/test_ingestion_activity.py::test_transient_object_failure_is_durable_redacted_and_retryable,implemented,5,local-2026-09-06
FR-402,"Evidence carry provenance: source, document, page or section, chunk, content hash, retrieved timestamp, source timestamp, trust level",docs/PHASE5_ACCEPTANCE.md#baseline-contract|docs/RAG_ARCHITECTURE.md#1-the-one-principle,backend/app/adapters/retrieval/postgres.py|backend/app/db/citations.py,backend/tests/integration/test_retrieval_baseline.py::test_fr402_fr404_phase5_baseline_resolves_digests_and_audits_isolation|backend/tests/unit/test_citations.py::test_citation_snapshot_requires_complete_exact_provenance|backend/tests/unit/test_citations.py::test_lookup_by_evidence_is_tenant_scoped_and_returns_no_match|backend/tests/unit/test_citations.py::test_manual_evidence_and_retraction_require_human_attribution|backend/tests/unit/test_citations.py::test_migration_and_repository_enforce_authoritative_append_only_dependencies|backend/tests/unit/test_citations.py::test_service_preserves_old_snapshot_while_showing_current_retraction|backend/tests/unit/test_knowledge.py::test_metadata_has_composite_tenant_foreign_keys_and_identity_constraints|backend/tests/unit/test_knowledge.py::test_namespace_scope_and_grant_interval_fail_closed|backend/tests/unit/test_knowledge.py::test_repository_maps_full_provenance_chain_without_commit|backend/tests/unit/test_knowledge.py::test_retracted_source_requires_nonblank_reason,implemented,5,local-2026-09-06
FR-403,Evidence carry a verification status; LLM-generated text be auto-classified as evidence or fact,docs/EPISTEMIC_MODEL.md#5-trust|docs/PHASE5_ACCEPTANCE.md#fr-401409-disposition,backend/app/domain/citations.py|backend/app/domain/reasoning.py,backend/tests/integration/test_citation_retraction_persistence.py::test_manual_citation_survives_retraction_and_keeps_impact_dependencies|backend/tests/integration/test_ingestion_activity_persistence.py::test_ingestion_checkpoint_retry_rls_failure_and_downstream_lifecycle|backend/tests/unit/test_reasoning.py::test_accepts_each_uncertainty_representation|backend/tests/unit/test_reasoning.py::test_artifact_and_uncertainty_unions_expose_discriminators|backend/tests/unit/test_reasoning.py::test_bounded_decimal_fields_reject_invalid_values|backend/tests/unit/test_reasoning.py::test_canonical_json_uses_utf16_order_and_stable_hash|backend/tests/unit/test_reasoning.py::test_consensus_gate_rejects_ambiguous_propositions|backend/tests/unit/test_reasoning.py::test_consensus_gate_returns_non_ambiguous_proposition|backend/tests/unit/test_reasoning.py::test_discriminator_selects_variant_and_valid_revision|backend/tests/unit/test_reasoning.py::test_immutable_content_changes_hash_but_row_identity_does_not|backend/tests/unit/test_reasoning.py::test_lifecycle_fields_do_not_change_content_identity|backend/tests/unit/test_reasoning.py::test_models_are_frozen_closed_and_decimal_strings_normalize|backend/tests/unit/test_reasoning.py::test_negative_zero_decimal_is_canonicalized|backend/tests/unit/test_reasoning.py::test_open_json_values_are_deeply_immutable|backend/tests/unit/test_reasoning.py::test_proposition_normalization_status_is_closed|backend/tests/unit/test_reasoning.py::test_rejects_invalid_envelope_combinations|backend/tests/unit/test_reasoning.py::test_rejects_kind_payload_mismatch_and_tampered_hash|backend/tests/unit/test_reasoning.py::test_source_references_are_closed_complete_and_timezone_aware|backend/tests/unit/test_reasoning.py::test_unattributed_or_synthetic_material_is_not_evidence|backend/tests/unit/test_reasoning.py::test_uncertainty_representation_is_discriminated,implemented,5,local-2026-09-06
FR-404,Retrieval be hybrid with reranking and be permission-filtered before similarity scoring,docs/PHASE5_ACCEPTANCE.md#baseline-contract|docs/RAG_ARCHITECTURE.md#4-retrieval-path,backend/app/adapters/retrieval/postgres.py|backend/app/application/retrieval_baseline.py,backend/tests/contracts/test_vector_store.py::test_exact_cosine_filtering_upsert_and_deterministic_ties|backend/tests/contracts/test_vector_store.py::test_namespace_isolation_delete_and_invalid_arguments|backend/tests/integration/test_knowledge_vector_index.py::test_hybrid_retrieval_filters_grants_and_acl_before_scoring|backend/tests/integration/test_pgvector_store.py::test_pgvector_migration_and_deterministic_thousand_vector_retrieval|backend/tests/integration/test_retrieval_baseline.py::test_fr402_fr404_phase5_baseline_resolves_digests_and_audits_isolation|backend/tests/unit/test_retrieval_baseline.py::test_fr404_baseline_contract_rejects_unversioned_or_blank_caveat_data|backend/tests/unit/test_retrieval_baseline.py::test_fr404_baseline_rejects_missing_query_results_and_duplicate_hits|backend/tests/unit/test_retrieval_baseline.py::test_fr404_baseline_reports_macro_recall_proxy_and_precision_at_k|backend/tests/unit/test_retrieval_baseline.py::test_fr404_versioned_baseline_records_labels_versions_and_metric_caveats,implemented,5,local-2026-09-06
FR-405,"Knowledge be namespaced: global, workspace, domain, agent, session, historical",docs/PHASE5_ACCEPTANCE.md#fr-401409-disposition|docs/RAG_ARCHITECTURE.md#3-namespaces,backend/app/adapters/retrieval/postgres.py|backend/app/domain/knowledge.py,backend/tests/contracts/test_vector_store.py::test_exact_cosine_filtering_upsert_and_deterministic_ties|backend/tests/contracts/test_vector_store.py::test_namespace_isolation_delete_and_invalid_arguments|backend/tests/integration/test_knowledge_persistence.py::test_knowledge_schema_rls_composite_fk_and_immutable_identity|backend/tests/integration/test_knowledge_vector_index.py::test_hybrid_retrieval_filters_grants_and_acl_before_scoring|backend/tests/integration/test_knowledge_vector_index.py::test_uuid_knowledge_vectors_reject_stale_data_and_enforce_rls|backend/tests/integration/test_pgvector_store.py::test_pgvector_migration_and_deterministic_thousand_vector_retrieval|backend/tests/integration/test_retrieval_authorization_audit.py::test_all_namespace_tiers_validate_principals_and_audit_denials|backend/tests/unit/test_knowledge.py::test_metadata_has_composite_tenant_foreign_keys_and_identity_constraints|backend/tests/unit/test_knowledge.py::test_namespace_scope_and_grant_interval_fail_closed|backend/tests/unit/test_knowledge.py::test_repository_maps_full_provenance_chain_without_commit|backend/tests/unit/test_knowledge.py::test_retracted_source_requires_nonblank_reason|backend/tests/unit/test_memory.py::test_direct_semantic_writes_fail_before_database_access|backend/tests/unit/test_memory.py::test_lifecycle_is_one_way_human_stale_or_archive|backend/tests/unit/test_memory.py::test_memory_tiers_require_explicit_distinct_scopes|backend/tests/unit/test_memory.py::test_promotion_requires_human_unique_evidence_and_future_review,implemented,5,local-2026-09-06
FR-406,Promotion of session output into durable knowledge require an explicit validation step,docs/MEMORY_ARCHITECTURE.md#4-promotion-workflow|docs/PHASE5_ACCEPTANCE.md#fr-401409-disposition,backend/app/db/memory.py|backend/app/domain/memory.py,backend/tests/integration/test_ingestion_activity_persistence.py::test_ingestion_checkpoint_retry_rls_failure_and_downstream_lifecycle|backend/tests/integration/test_memory_persistence.py::test_validated_promotion_and_additive_retention_history|backend/tests/unit/test_citations.py::test_citation_snapshot_requires_complete_exact_provenance|backend/tests/unit/test_citations.py::test_lookup_by_evidence_is_tenant_scoped_and_returns_no_match|backend/tests/unit/test_citations.py::test_manual_evidence_and_retraction_require_human_attribution|backend/tests/unit/test_citations.py::test_migration_and_repository_enforce_authoritative_append_only_dependencies|backend/tests/unit/test_citations.py::test_service_preserves_old_snapshot_while_showing_current_retraction|backend/tests/unit/test_knowledge.py::test_metadata_has_composite_tenant_foreign_keys_and_identity_constraints|backend/tests/unit/test_knowledge.py::test_namespace_scope_and_grant_interval_fail_closed|backend/tests/unit/test_knowledge.py::test_repository_maps_full_provenance_chain_without_commit|backend/tests/unit/test_knowledge.py::test_retracted_source_requires_nonblank_reason|backend/tests/unit/test_memory.py::test_direct_semantic_writes_fail_before_database_access|backend/tests/unit/test_memory.py::test_lifecycle_is_one_way_human_stale_or_archive|backend/tests/unit/test_memory.py::test_memory_tiers_require_explicit_distinct_scopes|backend/tests/unit/test_memory.py::test_promotion_requires_human_unique_evidence_and_future_review,implemented,5,local-2026-09-06
FR-407,"A user be able to inject evidence manually, attributed to the human",docs/PHASE5_ACCEPTANCE.md#fr-401409-disposition|docs/RAG_ARCHITECTURE.md#1-the-one-principle,backend/app/db/citations.py|backend/app/domain/citations.py,backend/tests/integration/test_citation_retraction_persistence.py::test_manual_citation_survives_retraction_and_keeps_impact_dependencies|backend/tests/integration/test_knowledge_persistence.py::test_knowledge_schema_rls_composite_fk_and_immutable_identity|backend/tests/integration/test_knowledge_vector_index.py::test_uuid_knowledge_vectors_reject_stale_data_and_enforce_rls|backend/tests/unit/test_citations.py::test_citation_snapshot_requires_complete_exact_provenance|backend/tests/unit/test_citations.py::test_lookup_by_evidence_is_tenant_scoped_and_returns_no_match|backend/tests/unit/test_citations.py::test_manual_evidence_and_retraction_require_human_attribution|backend/tests/unit/test_citations.py::test_migration_and_repository_enforce_authoritative_append_only_dependencies|backend/tests/unit/test_citations.py::test_service_preserves_old_snapshot_while_showing_current_retraction|backend/tests/unit/test_knowledge.py::test_metadata_has_composite_tenant_foreign_keys_and_identity_constraints|backend/tests/unit/test_knowledge.py::test_namespace_scope_and_grant_interval_fail_closed|backend/tests/unit/test_knowledge.py::test_repository_maps_full_provenance_chain_without_commit|backend/tests/unit/test_knowledge.py::test_retracted_source_requires_nonblank_reason,implemented,5,local-2026-09-06
FR-408,Retracting a source produce an impact report over every dependent claim,docs/PHASE5_ACCEPTANCE.md#fr-401409-disposition|docs/REASONING_GRAPH.md#4-invariants,backend/alembic/versions/20260911_0021_source_impact.py|backend/app/application/source_impact.py|backend/app/db/citations.py|backend/app/db/source_impact.py|backend/app/domain/citations.py|backend/app/domain/source_impact.py,backend/tests/integration/test_citation_retraction_persistence.py::test_manual_citation_survives_retraction_and_keeps_impact_dependencies|backend/tests/integration/test_citation_retraction_persistence.py::test_source_impact_migration_is_forced_rls_append_only_and_atomic|backend/tests/unit/test_source_impact.py::test_retraction_and_report_routes_use_public_ids_roles_and_idempotency|backend/tests/unit/test_source_impact.py::test_retraction_publishes_incomplete_report_instead_of_silently_aborting|backend/tests/unit/test_source_impact.py::test_service_exhausts_cursors_and_continues_from_depth_frontier|backend/tests/unit/test_source_impact.py::test_service_returns_every_ranked_dependency,implemented,10,local-t10-04-2026-09-11
FR-409,"Retrieval failure be recorded as RAG_FAILED, never as a silent empty result",docs/PHASE5_ACCEPTANCE.md#baseline-contract|docs/RAG_ARCHITECTURE.md#6-failure-and-degradation,backend/app/application/retrieval.py|backend/app/db/models/retrieval.py,backend/tests/integration/test_retrieval_baseline.py::test_fr402_fr404_phase5_baseline_resolves_digests_and_audits_isolation|backend/tests/unit/test_retrieval.py::test_audit_failure_fails_retrieval_closed|backend/tests/unit/test_retrieval.py::test_empty_authorized_scope_is_denied_before_scoring|backend/tests/unit/test_retrieval.py::test_empty_result_without_expected_match_is_successful_no_match|backend/tests/unit/test_retrieval.py::test_fr409_expected_match_no_hits_records_rag_failed|backend/tests/unit/test_retrieval.py::test_fr409_lexical_failure_records_rag_failed_instead_of_empty_result|backend/tests/unit/test_retrieval.py::test_lexical_index_and_candidate_sql_enforce_authorization_before_scoring|backend/tests/unit/test_retrieval.py::test_request_fails_closed_for_implicit_scope_and_bad_principal|backend/tests/unit/test_retrieval.py::test_retriever_records_census_query_identity_and_reranker_fallback|backend/tests/unit/test_retrieval.py::test_rrf_records_both_arm_scores_and_breaks_equal_fusion_by_uuid|backend/tests/unit/test_retrieval.py::test_vector_failure_retains_lexical_candidates,implemented,5,local-2026-09-06
FR-501,"Critiques be typed: EVIDENCE_GAP, LOGICAL_FALLACY, HALLUCINATED_SOURCE, MEASUREMENT_ERROR, MODEL_MISUSE, CONSTRAINT_IGNORED, CONFLICT_OF_INTEREST, ALTERNATIVE_OMITTED, UNCERTAINTY_UNDERSTATED, CAUSAL_OVERCLAIM",docs/PHASE7_ACCEPTANCE.md#21-taxonomy-and-targets|docs/REQUIREMENTS.md#5-critique-and-disagreement,backend/app/application/critique_commit.py|backend/app/domain/critique.py|backend/app/domain/reasoning.py,backend/tests/unit/test_critique_commit.py::test_commits_open_critique_with_one_retry_stable_attack_and_full_attribution|backend/tests/unit/test_critique_commit.py::test_domain_expert_peer_may_commit_assigned_visible_attack_in_critique_phase|backend/tests/unit/test_critique_commit.py::test_generic_committer_cannot_bypass_critic_authority|backend/tests/unit/test_critique_commit.py::test_generic_committer_requires_assignment_even_for_valid_critic_turn|backend/tests/unit/test_critique_commit.py::test_hidden_target_assignment_leaves_no_partial_write|backend/tests/unit/test_critique_commit.py::test_wrong_phase_or_role_fails_before_turn_lock|backend/tests/unit/test_critique_contracts.py::test_assignment_is_closed_frozen_versioned_and_has_unique_targets|backend/tests/unit/test_critique_contracts.py::test_critic_bundle_rejects_non_critique_and_confidence|backend/tests/unit/test_critique_contracts.py::test_fr501_exact_taxonomy_and_fr503_exact_response_vocabulary|backend/tests/unit/test_critique_contracts.py::test_fr503_every_response_disposition_has_one_strict_valid_shape|backend/tests/unit/test_critique_contracts.py::test_response_disposition_field_matrix_fails_closed|backend/tests/unit/test_critique_contracts.py::test_response_rejects_duplicate_warrants_and_mutation_fields|backend/tests/unit/test_critique_contracts.py::test_response_rejects_invalid_versions_and_blank_rationale|backend/tests/unit/test_critique_contracts.py::test_revise_may_propose_a_critique_successor_when_a_critique_was_attacked|backend/tests/unit/test_critique_contracts.py::test_roadmap_aliases_have_no_contract_status|backend/tests/unit/test_critique_round.py::test_all_dispatch_outputs_validate_before_first_commit_side_effect|backend/tests/unit/test_critique_round.py::test_all_peer_outputs_validate_before_any_critique_commit|backend/tests/unit/test_critique_round.py::test_all_response_outputs_validate_before_first_response_commit|backend/tests/unit/test_critique_round.py::test_deprecated_unsupported_claim_alias_fails_before_critique_commit|backend/tests/unit/test_critique_round.py::test_duplicate_response_outputs_fail_before_first_response_commit|backend/tests/unit/test_critique_round.py::test_exact_duplicate_peer_attacks_fail_before_any_critique_commit|backend/tests/unit/test_critique_round.py::test_handoff_contract_requires_explicit_empty_reason_and_stable_unique_heads|backend/tests/unit/test_critique_round.py::test_handoff_entry_preserves_resolved_disputed_and_unresolved_response_metadata|backend/tests/unit/test_critique_round.py::test_metadata_free_deterministic_response_output_is_preserved|backend/tests/unit/test_critique_round.py::test_round_batch_rejects_invalid_global_pins_before_service_invocation|backend/tests/unit/test_critique_round.py::test_round_dispatches_and_commits_all_phases_in_deterministic_order|backend/tests/unit/test_critique_round.py::test_timeouts_in_each_phase_append_ordered_abstention_events|backend/tests/unit/test_critique_round.py::test_unsupported_claim_is_reported_as_evidence_gap_not_deprecated_alias,implemented,7,local-t7-04-2026-09-07
